ID,content,score
3021,bon produit sauf que  le métal soit en inox au que en aluminium ,0
18,Un bon produit,0
183,Goût immonde 3 paquets qui vont finir à la poubelle très déçue !!!!,-1
3879,Bon qualité,0
505,absence total du goût du café !,-1
4398,Produit médiocre,-1
2760,Il est bien mais il ne supporte pas trop les objets lourds,0
2572,Au bout de deux mois hs le fouet et puis le joint du moteur... Très mauvaise qualité.. À déconseiller complètement,-1
1467,On peux mieux faire avec diversification des parfums,0
2338,Faut bien faire les choses,-1
1802,Pas mal mais ils sont de petites tailles,0
1184,Pas de bonne qualité,-1
296,"La qualité du thon n'est pas bonne, j'ai pas aimé son odeur, on dirait 9dim",-1
960,bon rapport qualité prix mais il n y a pas le pourcentage d'alcool !!,0
690,Certains produits sont médiocres,0
1828,Une partie des leds ont perdu la couleur verte apres 3 jours et une autre a perdu la couleur bleue,-1
1011,Deux ou trois bavettes avec barre au niveau du nez mais les autres leurs manque,-1
2044,Modèle trop petit par rapport aux autres  sur le marché,0
2762,"Article délicat n'est pas opérationnel
Accrochage des pièces n'est pas assuré parfaitement",-1
361,"Bon produit je donnerai 7 sur 10
Mais je donnerai 10 sur 10 à Mejdi le livreur très gentil et toujours souriant en tout cas un grand merci à l' équipe JUMIA ????❤️",0
2870,Il ne tient pas la chaleur,-1
2143,Qualité/Prix acceptable,0
2679,Défectueux dès le lendemain de son utilisation,-1
2589,Il fait l'affaire,0
553,L'odeur est casiment indétectable ca sert a rien d'en mettre,-1
3677,Ca sert a rien aucun effet,-1
314,Le thon n'est pas entier,-1
1371,"J’ai reçu deux gants similaires pour la main gauche. Je n’ai pas envie de perdre du temps pour les rendre au fournisseur.
Vous devez faire attention lors de l’expédition de vos produits.",-1
2322,accrochage pas tres stable,0
2720,"Très mauvaise qualité. Je payerai pas plus de 3dnt 
Une qualité indigne de l'achat en ligne",-1
2169,C pas confortable du tt,0
421,Amande extra qui n est pas extra du tout. Petit calibre,-1
333,Les moustiques et les cafards se sont multipliés après avoir utilisé cet appareil,-1
3997,Couleur un peu sombre sinon cava,0
2202,Qualité moyenne,-1
3637,Pas de difference avant et apres l'utilisation de la  plaque,-1
2163,"Arrivé sans support, catastrophe !!!",-1
120,j'ai jeté ça à la poubelle,-1
2763,Miniscule ne sert à rien !,-1
3045,"Un meuble de très mauvaise finition
Par rapport au prix je m'attendais à avoir un meuble de meilleure qualité",-1
1100,Je ne pense pas que c'est un vrai gel désinfectant. Il a une odeur très forte de l'alcool mais il n'est pas souple dans les mains,-1
2644,"Difficile à nettoyer mais pas mal , bon prix",0
1398,Eaux avec javel je l’ai senti je croyais que saitait sans,-1
2243,"C un pouf d'extérieur, alors qu'avec le soleil sa couleur s'efface petit a petit... Dommage..",0
3241,Mauvaise Qualité,-1
2090,Nulle charge juste pour 5 min pas plus,-1
1658,Odeur pas bonne,-1
416,Cette fois la qualité est moyenne avec des amandes de petit qualibre et des pièces un peu trop séchées,-1
192,Tous simplement c'est une infusion au mélisse avec un goût un peu léger. Ça va plaire les fan de l'infusion des herbes.,0
2621,résultat médiocre de frittes malgré tous les essais et malgré que j'ai suivi à la lettre le mode d'emploi,-1
3592,Je n’aime pas,-1
4130,Rapport qualité prix nul,-1
3546,Plus efficace sur des cheveux mouillés avant coiffure,0
3436,Il est petit,-1
3110,Étudier la fragilité des tubes !!,-1
3875,Bon produit !,0
2766,Mauvaise qualité,-1
919,Très délicat,-1
355,très moyen,0
2177,Pas d’espace ou s’asseoir.,-1
460,"je sais mon avis et très important, car je suis le premier a évaluer, j'ai fait les test maison du miel, une goutte sur le doigt, sur papier, dans l'eau, tous montrent que c'est du miel . j'ai pas les moyens pour savoir si les abeilles sont alimenter par du sucre... reste a vérifier avec les pros du miel...",-1
1725,Qualité moyenne,0
1871,"Ba3d marakabneha jina n4atiw fiha t9at3et salsla, walina na7ina letage le5rani w rakabneh fi west le9mecha bech jet mrigla. Apart ça elle est pratique et jolie",0
2840,Le produit ne conserve pas la chaleur des repas,-1
931,pas satisfait du tout,-1
4204,Qualité 0,-1
4370,Normal sans plus pour la peau,0
2959,Je trouve que la prise est trop petite. Même avec 1 adaptateur ça crépite... C dommage... C ce qui me dérange.,0
4327,Qualité très moyenne,-1
2620,Mauvaise qualité,-1
1292,Mauvaise qualité,-1
2360,"Qualité/prix acceptable 



Qualité/prix acceptable",0
3114,Trop cher pour une qualité moyenne,0
1716,Rapport qualité prix pas intéressant,-1
3341,"2 jours apres la pause il s'est décollé .qualité 0 
0",-1
3073,Plein de déchets de plastique Avec une odeur désagréable,-1
707,Fait l affaires,0
796,Il fait l'affaire,0
3352,Bon produit,0
1385,Il faut boucher la trou du bracelet,-1
4318,pas mal,0
3445,Aucune utilité,-1
1706,non satisfait,-1
3030,"Ça va, fragile un peu mais fait l'affaire ..
S'attache pratiquement sur verre mieux que mur",0
155,le café a un gout pas satisfaisant,-1
3775,Aspect naturelle je recommande,0
1617,J'aime cet article mais sa concentration est diluée par rapport à l'ordinaire (article que j'aime et que j'utilise toujours ),0
39,C'est trop peu,0
4272,j aime  le produit,0
3336,"Je suis vraiment très dessus sur la qualité des panneaux fournir
Ce sont des Callot
Désolé mais je ne suis pas satisfaits de tout",-1
1415,c'est de l'eau avec un peu de javel en plus tres mauvaise senteur,-1
4093,De petite taille,0
106,bon gout mais trop fort le niveau 9,0
2317,Qualité médiocre voire mm null!!!,-1
1375,"Je n'aime pas les produits en provenance de la Turquie, si j'étais informé qu'ils étaient fabriqués en Turquie je ne les aurais jamais commandés.",-1
3387,les torches ne fonctionnent pas,-1
1998,J'aurais aimé une meilleure qualité d'image.,0
3571,Pour cheveux fins uniquement et pour retouches,0
3295,Qualité moyenne. N'est pas flexible,-1
4017,Couleur vif mais adorable cependant texture pas tellement,0
3651,Le produit semble utilisé .,-1
4008,Mauvaise texture,-1
2845,qualité nuls,-1
778,Sa Lumière est très faible !!!,-1
1221,La longueur de l article n est suffisante,0
179,"J'ai pas aimé le goût normalement 10 ou 8 est fort
On dirait su l'eau",-1
258,pour un prix trops cher,-1
559,J'aime cet article mais sa concentration est diluée par rapport à l'ordinaire (article que j'aime et que j'utilise toujours ),0
446,Amélioration  de la qualité,0
2068,"Au début, cette lampe marche très bien et éclaire très bien, mais au bout de quelques mois certaines marchent moins bien que d’autres (le capteur ne détecte plus le mouvement).",0
3218,Petit et efficace,0
4025,l'effet repulpant dure très peu,-1
4084,La bouteille tête un peu cassée. L'odeur est très bonne mais malheureusement ne dure pas trop longtemps,0
3695,Une déception!,-1
2865,"C'est juste 1Litre, chaque partie à 0.5L .. mais franchement c un bon produit.",0
1378,Les élastiques se déchirent vite,-1
4048,Qualité pas tellement,0
2694,Pas satisfait du tout,-1
2396,Le revetement du pot est de qualité mediocre,-1
489,Bon qualité et efficacité,0
4266,Je le recommande,0
3141,C’est trop cher pour ce que c’est,-1
1388,Il manque une notice d'utilisation bien claire et précise,0
3108,"Très doux, pas très fiable",-1
2828,une vraie catastrophe !!!,-1
738,Ce n'est pas pratique,-1
504,ce n'est pas du café !!!,-1
221,Je n'aime pas,-1
1876,"très sensible les support à droit ( couleur Gris il y'a un endommagé mais ça marche je donne 6/10
Pour la livraison ???? sans commentaire porcess respecte",0
3382,Très mauvaise qualité.,-1
1016,Qualité catastrophique,-1
1662,Rien à dire,0
3340,Ce produit ne se colle pas très bien au niveau des extrémités,-1
2393,Poignée en plastique des la première utilisation odeur plastique cramé et poignée noire,-1
3240,pas comme toujours presque 50 % des boules d'air sont vides,-1
1800,J'ai utilisé votre produit pendant un mois puis il a été détruit,-1
2872,"D'un point de vue esthétique, rien à dire, il est beau. Mais, ce n'est absolument pas pratique. Il ne garde pas la chaleur pour autant. Son couvercle n'est pas étanche.. Etc.",-1
3866,La couleur ne tient plus.  S'en vas rapidement,-1
1565,pas comme prévu,-1
1994,épaisseur trop importante de l'oreiller qui n'est pas confortable au coucher,0
3479,Pas tellement,0
3304,j' ai pas encore utiliser,0
1300,Conforme à la description,0
3377,Une meilleure adhérence de colle,-1
2883,"J'ai pas aimé le cadre qui est fragile, facile à déformer",0
3699,Bon produit,0
2417,Correct rapport qualité prix en promotion,0
1188,"c'est de la camelote, n'ayant aucune protection",-1
1142,Le mécanisme de pulvérisation est très fragile,0
1820,"Je ne recommande pas. Le colle est mauvais, 3 semaines le ruban ne s'allume plus.",-1
229,Bsissa de mauvaise qualité,-1
362,"malheureusement la qualité a dégradé par apport au autres fois, ni goût ni odeur d'huile d'olive chetoui cette fois",-1
3872,Pour peau très claire,0
3249,Beaucoup de bruit au niveau moteur,-1
1665,Surtout pas vous achetez ce produit. C'est un grisé et non pas désinfectant. Faites attention,-1
4210,Bon produit,0
1856,Jolie et lumineux mais ne dure pas,0
3984,Quantité,0
2231,On n'est pas bien assis dedans,-1
3504,Il laisse mes cheveux gras,-1
2018,Avis mitigé produit de qualité passable,0
1232,Rapport qualité prix bon,0
4267,"Papier Mauvaise qualité, la cire ne fond pas rapidement",-1
1646,Produit non concentré mais je ne l'ai pas senti dans le linge lave comme dans les autres produits importés,0
2987,CV comme même,0
2316,Pas trop génial !,0
2191,"la forme de la poire n'est pas tres visible , c 'est plutot un pouf ordinaire",-1
423,Contient des amendes amères,0
4007,"le produit est déjà utilisé, le package est ouvert et il y une preuve de son usage",-1
3250,C est un bon produit mais pour l installation le Scotch fournit ne suffit pas à coller les 4 côtés de la moustiquaire...filet moustiquaire assez epais moche...on peut mieux faire côté qualité...,0
2878,Simple et efficace,0
1632,C un peu chère,-1
3219,Bon pour le bricolage,0
4446,c bon coté qualité /prix,0
3126,"Le moin: Qualité mediocre. 
Le plus: grande taille.",-1
3070,"pour le prix je m'attendais à un truc un peu mieux, mais bon il fait l'affaire",0
4324,Je ne recommande pas Cir yazla3 el7am t9oulchi colle Ford ma tchriwech,-1
464,Pas mal mais pas vrai aussi,0
1367,Qualité médiocre,-1
4141,De mauvaise qualité,-1
4179,Article déchiré et en mauvaise état j’ai honte de la réclamer mais j’ai décidé de ne pas acheter de chez une autre fois.,-1
3284,Oui c pratique,0
334,Elle n'est pas efficace,-1
2339,Beaucoup de défauts flagrants. C'est une vraie arnaque! J'ai demandé un retour et je trouve bcp de problème.  Désolée pour votre défaillance,-1
3576,Ca lisse pas bien,-1
2707,Les pop-corn sortent tou brûlés,-1
366,"Produit médiocre, j'ai eu envie de vomir après l'avoir déguster il a ni goût ni odeur, c'est super dangereux de vendre un produit pareil aux clients, j'ai demander de retourner le produit mais ça n'a pas marché je voudrais rentrer en contacte avec le vendeur pour avoir plus de détails.jumia doit rendre compte des produit qu'elle commercialise surtout les produits alimentaires car ça pourrais représenter un risque sanitaire important",-1
1129,Pour les têtes moyennes,0
2851,Bas de qualité,-1
367,Tres léger,-1
814,J'ai commandé plusieurs fois cette article il était parfait mais la dernière commande reçue hier était une déception qualité médiocre l'élastique se déchire .. je ne recommande plus ce produit,-1
3864,Offre la teinture mais son odeur ne m'a pas plue,0
20,qualité médiocre,-1
3398,"Pas chère oui
Mais de n'importe quoi",-1
1608,Odeur flop je l ai jetté,-1
4034,Ne ressemble à rien,-1
3132,Très fragile je recommende pas,-1
1897,"Assez fin et petit. Les frais de transport élevé.
Article qualité/prix : mauvais",-1
2455,Qualité moyenne,0
2841,"Ne conserve absolument pas la chaleur 
A éviter",-1
1003,Il n y a pas de fer dans les masques,-1
678,pour un dépannage,0
2302,Pas mal l'horloge mais la pile ne tient pas bien',-1
1380,Ne sont pas conforme au masque médical,0
2045,Améliorer la qualité du tissus heureusement que je n'ai pas achter ce produit avec son prix réel,-1
681,Bon produit,0
1924,Trop petite et s'est cassé en moins d'un mois d'utilisation,-1
1550,Si plus parfumé,0
1933,"Les deux peignoirs de bain sont trop petits parce que vous offrez une taille standard. Heureusement, je les offerts à mes enfants.
Je ne conseille pas ceux qui ont une taille médium ou large de les acheter. Je conseille le producteur de diversifier sa production et offrir des peignoirs avec des tailles différentes : médium, Large, extra large, XXL etc... et plus longs que le produit offert.
La qualité du tissu est assez bonne.",-1
616,On peux mieux faire avec diversification des parfums,0
1886,Mauvaise qualité,-1
4190,Mauvaise qualité,-1
1640,Certains produits sont médiocres,0
4123,Rapport qualité prix a verifier qualité médiocre,-1
965,Le produit est excellent mais le prix est une arnaque. Ce même produit je l'ai eu d'un supermarché à 10 dinars et ce n'était même pas en promotion.,-1
2890,Manque quelque retouche,0
327,Il sest cassé sur 2 apres 15 jour,-1
3863,De l'eau colorée,-1
3791,Rien du tout,-1
877,"Les masques roses de la même marque étaient super, cette fois ci ils ne sont pas aussi bien. Et les masques bleus sont nulles! L'élastique s'est détaché avant même son utilisation et la qualité du masque (les couches) n'est pas bien.",0
4413,Les cinq grands pinceaux sont presque identiques et même pour les cinq petits,0
1984,Pas vraiment orthopédique,0
3271,Ne colle pas bien,-1
3163,Un défaut au niveau de la Porte,-1
1411,bon produit,0
1999,Décorer  pas qualité nul,-1
1907,produit conforme à la photo,0
2565,"article reçu déffecteux,avec un défaut électrique,tresss déçu car javais vraiment besoin",-1
3325,Produit très sensible et transparent,-1
3669,noir clair,-1
2337,Qualite pas terrible et le verre est abîmé donc pas très satisfaite !,0
2187,"Peut être qu'il faut diminuer un peu de polystyrène, pour qu'il soit plus ergonomique.",0
2159,trés courte durée de vie,-1
2605,Instable sur son socle,0
856,C'est acceptable,0
914,"L'emballage est défectueux.. Certaines boites ne sont pas fermées et ont été écrasées durant le transport. Les masques à l'intérieur n'étaient pas en sachet, non plus!

Les masque noirs ne sont pas entièrement noirs. La bande supérieure est blanche. L'aspect est médiocre.   

La qualité du tissu est douteuse et semble laisser à désirer quant l'efficacité de la filtration.",-1
